ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Source_comment
mand1415-10,mand1415,Yǒu rén dǎ diànhuà le. Cāi yī cāi shì shéi.,Yǒu	rén	dǎ	diànhuà	le.	Cāi	yī	cāi	shì	shéi.,exist	man	hit	phone	perf	guess	one	guess	is	who,Someone called. Guess who.,,,,,
mand1415-11,mand1415,Yǒu rén dǎ diànhuà le. (Wo bù zhīdao shì shéi./ Cāi yī cāi shì shéi.),Yǒu	rén	dǎ	diànhuà	le.	(Wo	bù	zhīdao	shì	shéi./	Cāi	yī	cāi	shì	shéi.),exist	man	hit	phone	perf	I	not	know	is	who	guess	one	guess	is	who,Someone called. I don't know who.,,,,,
mand1415-12,mand1415,Wǒ shéi-yě bù rènshi.,Wǒ	shéi-yě	bù	rènshi.,I	who-indef	not	know,I don't know anyone.,,,,li1981[529],
mand1415-13,mand1415,Tā shéi-dōu bù xìnren.,Tā	shéi-dōu	bù	xìnren.,she	who-indef	not	trust,She doesn't trust anyone.,,,,li1981[528],
mand1415-14,mand1415,Wǒ shénme dìfang dōu/yě bù qù.,Wǒ	shénme	dìfang	dōu/yě	bù	qù.,I	which	place	indef	not?	go?,I'm not going anywhere.,,,,,
mand1415-15,mand1415,Shèi-dōu bù cōngmíng,Shèi-dōu	bù	cōngmíng,who-indef	not	intelligent,No one is intellingent.,,,,,
mand1415-16,mand1415,Rènhé shíhou nǐ dōu kěyǐ lái.,Rènhé	shíhou	nǐ	dōu	kěyǐ	lái.,any	time	you	indef	can	come,You can come anytime.,,,,,
mand1415-17,mand1415,Tā pǎo de bǐ rènhé yīge nánshēng dōu kuài.,Tā	pǎo	de	bǐ	rènhé	yīge	nánshēng	dōu	kuài.,he	run	pt	than	any	one	boy	indef	fast,He runs faster than any boy.,,,,,
mand1415-18,mand1415,Tā bù néng táo dào rènhé dìfang qu.,Tā	bù	néng	táo	dào	rènhé	dìfang	qu.,he	neg	can	escape	to	any	place	go,He cannot escape anywhere.,,,,,
mand1415-19,mand1415,Wǒ bù xiǎngxin rènhé rén lái le.,Wǒ	bù	xiǎngxin	rènhé	rén	lái	le.,I	not	think	any	man	come	perf,I don't think that anyone came.,,,,,
apam1237-1,apam1237,Ima-ta-chi wambra yurapa waqta-n-chaw riqa-rqa-n.,Ima-ta-chi	wambra	yurapa	waqta-n-chaw	riqa-rqa-n.,what-acc-val	boy	tree	behind-3sg-loc	see-pst-3sg,The boy saw something behind the tree.,,,,,
apam1237-2,apam1237,Pi-wan-chi qanyan awtobus-chaw parla-rqu-u.,Pi-wan-chi	qanyan	awtobus-chaw	parla-rqu-u.,who-comit-val	yesterday	bus-loc	talk-pst-1sg,I talked to someone on the bus yesterday.,,,,,
apam1237-3,apam1237,Mana musya-pti-iki-qa pi-ta-pis tapuku-y.,Mana	musya-pti-iki-qa	pi-ta-pis	tapuku-y.,not	know-conv-2sg-top	who-acc-indef	ask-impv,"If you don't know, ask somebody.",,,,,
apam1237-4,apam1237,Imay-pis Afrika-man-mi aywa-shaq.,Imay-pis	Afrika-man-mi	aywa-shaq.,when-indef	Africa-all-val	go-fut.1sg,I'll go to Africa sometime next year.,,,,,
apam1237-5,apam1237,Ima-ta-pis rika-rqu-nki-ku?,Ima-ta-pis	rika-rqu-nki-ku?,what-acc-indef	see-pst-2sg-q,Did you see anything?,,,,,
apam1237-6,apam1237,Ima-ta-pis rika-rnin-qa willa-ma-y.,Ima-ta-pis	rika-rnin-qa	willa-ma-y.,what-acc-indef	see-2sg-top	tell-1sg-impv,"If you see anything, tell me.",,,,,
apam1237-7,apam1237,Ollqu wambra-m pi-piq-pis ras ayqiqninmi.,Ollqu	wambra-m	pi-piq-pis	ras	ayqiqninmi.,male	boy-val	who-abl-indef	fast	runs,The boy can run faster than anyone.,,,,,
apam1237-8,apam1237,Pi-pis kay problema-ta-qa atinman-mi.,Pi-pis	kay	problema-ta-qa	atinman-mi.,who-indef	this	problem-acc-top	solves,Anyone can solve this problem.,,,,,
apam1237-9,apam1237,Ama ima-pis ni-y-chu.,Ama	ima-pis	ni-y-chu.,not	what-indef	say-impv.2sg-neg,Don't say anything!,,,,weber1989[21],
apam1237-10,apam1237,Pi-pis ni ima-ta-pis ni-ma-rqa-n-tsu.,Pi-pis	ni	ima-ta-pis	ni-ma-rqa-n-tsu.,who-indef	not.even	what-acc-indef	tell-1sg-pst-3sg-neg,Nobody told me anything.,,,,,
apam1237-11,apam1237,Mana muna-shkaa-chu pi-pis musyanan-ta.,Mana	muna-shkaa-chu	pi-pis	musyanan-ta.,not	want-perf.1sg-neg	who-indef	know-acc,I didn't want anyone to know.,,,,weber1989[340],
nucl1643-1,nucl1643,"Dare-ka kara denwa at-ta kedo, dare kara da ka ate-te goran.","Dare-ka	kara	denwa	at-ta	kedo,	dare	kara	da	ka	ate-te	goran.",who-indef	from	phone	be-pst	though	who	from	be:pres	q	figure.out-conv	try:impv,"Someone called, guess who!",,,,,
nucl1643-2,nucl1643,"Dare-ka kara denwa at-ta kedo, dare kara da ka wakara-na-i.","Dare-ka	kara	denwa	at-ta	kedo,	dare	kara	da	ka	wakara-na-i.",who-indef	from	phone	be-pst	though	who	from	be:pres	q	know-neg-pres,"Someone called, but I don't know who.",,,,,
nucl1643-3,nucl1643,Dare-ka ni ki-ite mi-masyoo.,Dare-ka	ni	ki-ite	mi-masyoo.,who-indef	dat	ask-conv	try-pol:hort,Let's ask somebody.,,,,,
nucl1643-4,nucl1643,Minna-ga nani-ka-o tabe-ta.,Minna-ga	nani-ka-o	tabe-ta.,every-nom	what-indef-acc	eat-pst,Everybody ate something (non-specific).,,,,ohno1984[238],
nucl1643-5,nucl1643,Rusutyuu-ni dare-ka <*dare-mo> ki-masi-ta ka?,Rusutyuu-ni	dare-ka	<*dare-mo>	ki-masi-ta	ka?,absence.duration-dat	who-indef	who-indef	come-pol-pst	q,Did somebody/anybody come while I was gone?,,,,mcgloin1976[409],
nucl1643-6,nucl1643,"Nani-ka <*nani-mo> tabe-tara, eiga e ture-te it-te age-na-i yo give-neg-pres ass","Nani-ka	<*nani-mo>	tabe-tara,	eiga	e	ture-te	it-te	age-na-i	yo",what-indef	what-indef	eat-cond	movie	to	take-conv	go-conv	give-neg-pres	ass,"If you eat something/anything, I won't take you to the movie.",,,,mcgloin1976[415],
nucl1643-7,nucl1643,Kono syoonen-wa kono kurasu-no dare-yori-mo hayaku hasir-u.,Kono	syoonen-wa	kono	kurasu-no	dare-yori-mo	hayaku	hasir-u.,this	boy-top	this	class-gen	who-from-indef	fast	run-pres,This boy can run faster than anyone in his class.,,,,,
nucl1643-8,nucl1643,Dare-mo kanojo-o aisi-te i-na-i.,Dare-mo	kanojo-o	aisi-te	i-na-i.,who-indef	she-acc	love-conv	dur-neg-pres,Nobody loves her.,,,,,
nucl1643-9,nucl1643,Kyoo-wa dare-mo ku-ru to omow-ana-i.,Kyoo-wa	dare-mo	ku-ru	to	omow-ana-i.,today-top	who-indef	come-pres	sbor	think-neg-pres,I don't think anybody is coming today.,,,,mcgloin1976[405],
nucl1643-10,nucl1643,Dare-demo deki-masu.,Dare-demo	deki-masu.,who-indef	possible-pol-pres,Anybody can do it.,,,,,
kore1280-1,kore1280,Nwu'-ka/ nwukwu-inka-ka kel-ess-ta.,Nwu'-ka/	nwukwu-inka-ka	kel-ess-ta.,who-nom	who-indef-nom	call-pst-decl,Somebody called. (I didn't catch her name./Guess who.),,,,,
kore1280-2,kore1280,Ku sonyen-un mues-ul/ mues-inka-lul po-ass-ta.,Ku	sonyen-un	mues-ul/	mues-inka-lul	po-ass-ta.,this	boy-nom	what-acc	what-indef-acc	see-pst-decl,The boy saw something.,,,,,
kore1280-3,kore1280,"Molu-myen, nwukwu-eykey/ nwukwu-nka-eykey mul-ela.","Molu-myen,	nwukwu-eykey/	nwukwu-nka-eykey	mul-ela.",ignorant-conv	who-dat	who-indef-dat	ask-impv,"If you don't know, ask somebody.",,,,,
kore1280-4,kore1280,Eti ka-psita.,Eti	ka-psita.,where	go-hort,Let's go somewhere.,,,,martin1986[411],
kore1280-5,kore1280,"Ku sonye-ka mues-ul/ mue-nka-lul <*mues-ina/ *mues-itunci> chacu-myen, kunye emeni-eykey malha-lkesi-ta.","Ku	sonye-ka	mues-ul/	mue-nka-lul	<*mues-ina/	*mues-itunci>	chacu-myen,	kunye	emeni-eykey	malha-lkesi-ta.",this	girl-top	what-acc	what-indef-acc	what-indef	what-indef	find-conv	she	mother-dat	tell-fut-decl,"If the girl finds anything, she will tell her mother.",,,,,
kore1280-6,kore1280,Chelswu mues-ul/ mue-nka-lul <*mues-ina *mues-itunci> ilk-ess-ni?,Chelswu	mues-ul/	mue-nka-lul	<*mues-ina	*mues-itunci>	ilk-ess-ni?,Chelswu	what-acc	what-indef-acc	what-indef	what-indef	read-pst-q,Did Chelswu read anything?,,,,,
kore1280-7,kore1280,Nwukwu-na/ nwukwu-tunci/ amu-na/ amu-tunci i muncey-lul phul swu-iss-ta.,Nwukwu-na/	nwukwu-tunci/	amu-na/	amu-tunci	i	muncey-lul	phul	swu-iss-ta.,who-indef	who-indef	any-indef	any-indef	this	problem-acc	solve	do-can-decl,Anybody can solve this problem.,,,,,
kore1280-8,kore1280,Nwukwu-to/ nwukwu-lul/ nwukwu-nka-lul chacki-ka pulkanung ha-ta.,Nwukwu-to/	nwukwu-lul/	nwukwu-nka-lul	chacki-ka	pulkanung	ha-ta.,who-indef	who-acc	who-indef-acc	find-top	impossible	be-decl,It's impossible to find anyone.,,,,,
kore1280-9,kore1280,Ku sonye-nun amu-to/ nwukwu-to an po-ass-ta.,Ku	sonye-nun	amu-to/	nwukwu-to	an	po-ass-ta.,this	girl-top	any-indef	who-indef	neg	see-pst-decl,The girl did not see anybody.,,,,,
kore1280-10,kore1280,Amu-to amu kes-to malha-ci anha-ss-ta.,Amu-to	amu	kes-to	malha-ci	anha-ss-ta.,any-indef	any	thing-indef	say-conv	neg-pst-decl,Nobody said anything.,,,,,
kore1280-11,kore1280,Yeki-ka enu kos pota to te alumtap-ta.,Yeki-ka	enu	kos	pota	to	te	alumtap-ta.,here-top	which	place	than	indef	more	beautiful-decl,Here it is more beautiful than anywhere.,,,,,
basq1248-1,basq1248,Nor-bait-i utzi nion argazki-makina eta ez naiz oroi-tzen nor-i.,Nor-bait-i	utzi	nion	argazki-makina	eta	ez	naiz	oroi-tzen	nor-i.,who-indef-dat	lend	I:it:to.him	photo-machine	and	neg	I:it	remember-hab	who-dat,I lent the camera to someone and I do not remember to whom.,,,,saltarelli1988[ex1070],
basq1248-2,basq1248,"Nora-bait joa-te-ko gogoa dut, baina ez dakit nora.","Nora-bait	joa-te-ko	gogoa	dut,	baina	ez	dakit	nora.",where-indef	go-hab-rel	thought	I:have:it	but	neg	I:know:it	where,I have an urge to go somewhere but I do not know where.,,,,saltarelli1988[ex976b],
basq1248-3,basq1248,Pozik hartu-ko nuke nor-bait-ek laguntzea.,Pozik	hartu-ko	nuke	nor-bait-ek	laguntzea.,gladly	accept-fut	I:would	who-indef-erg	helping,I would gladly accept someone helping me.,,,,saltarelli1988[ex158],
basq1248-4,basq1248,Kanpoa-n zengoze-n-en-ean baten batek dei egin zizun. Esan nor.,Kanpoa-n	zengoze-n-en-ean	baten	batek	dei	egin	zizun.	Esan	nor.,away-loc	be-2sg-rel-loc	one:gen	one:erg	call	make	he:you:has	say	who,Someone called while you were away. Guess who it was.,,,,,
basq1248-5,basq1248,E-zer <??zer-bait> jan nahi al duzu?,E-zer	<??zer-bait>	jan	nahi	al	duzu?,indef-what	what-indef	eat	want	q	you:it,Would you like to eat something?,,,,aulestia1989[206],
basq1248-6,basq1248,"E-zer <??zer-bait> ikusten ba-duzu, esaidazu.","E-zer	<??zer-bait>	ikusten	ba-duzu,	esaidazu.",indef-what	what-indef	see	cond-you:have	tell:you:me,"If you see anything, tell me.",,,,,
basq1248-7,basq1248,Donostia-ko eguraldia i-non/ edo-non baino atsegin-ago-a da.,Donostia-ko	eguraldia	i-non/	edo-non	baino	atsegin-ago-a	da.,Donostia-attr	weather	indef-where	indef-where	than	pleasant-compr-art	is,The weather in San Sebastián is more pleasant than anywhere else.,,,,,
basq1248-8,basq1248,Ez dut uste [gizon hori i-noiz ikusi dud-anik.,Ez	dut	uste	[gizon	hori	i-noiz	ikusi	dud-anik.,neg	I:it	believe	[man	that	indef-when	see	I:him]-sbor,I don't believe that I've ever seen that man.,,,,saltarelli1988[ex178],
basq1248-9,basq1248,I-nor-i i-noiz ez diozu deusik eman.,I-nor-i	i-noiz	ez	diozu	deusik	eman.,indef-who-dat	indef-when	neg	you:it:to.him	anything	give,You haven't ever given anyone anything.,,,,aulestia1989[305],
basq1248-10,basq1248,Galde-tzen duzuna edo-zein liburu-tan aurki dezakezu.,Galde-tzen	duzuna	edo-zein	liburu-tan	aurki	dezakezu.,ask-hab	you:it	indef-which	book-loc	find	you:can:it,You can find what you are asking about in any book.,,,,saltarelli1988[ex895],
basq1248-11,basq1248,Nor-nahi-k eduki-ko du hik baino botere gehiago.,Nor-nahi-k	eduki-ko	du	hik	baino	botere	gehiago.,who-indef-erg	have-fut	he:it	you:erg	than	power	more,Anyone will have more power than you.,,,,aulestia1989[432],
